KFAINCOM-R,Krungsri Asian Income Hedged Fund,KRUNGSRI ASSET MANAGEMENT COMPANY LIMITED,MIXFI,OT,No,-,-,714919792.6,10.0193,9/4/2023,-0.0178,0.0178,-0.0055,0.004,-0.0351,-0.0561,-0.0318,-0.0179,-%,-0.0934,-0.2296,-0.2296,-%,7.7,6.86,7.46,-,07/2023,-,-,96.26,-,3.04,-,-,0.7,2,1.5,2,0,2.14,0.67,4.65,0.86,-,500
KFCASH-A,Krungsri Cash Management Fund,KRUNGSRI ASSET MANAGEMENT COMPANY LIMITED,FIXMMGOV,AM,No,-,-,11436019246,13.5,9/5/2023,0.0079,0.0003,0.0013,0.0037,0.0066,0.0096,0.0045,0.0061,0.0091,-%,-%,-%,-%,0.05,0.04,0.04,0.05,07/2023,-,-,-,-,12.7,87.3,-,-,0,0,0,0,0.321,0.11,0.45,0.2,-,500
KFCASHPLUS,Krungsri Cash Plus Fund,KRUNGSRI ASSET MANAGEMENT COMPANY LIMITED,FIXMMGOV,AM,-,-,-,1727437956,12.4037,9/5/2023,0.0082,0.0003,0.0013,0.0037,0.0067,0.0099,0.0046,0.0063,0.01,-%,-%,-%,-%,0.05,0.04,0.05,0.06,07/2023,-,-,-,-,7.83,92.17,-,-,0,0,0,0,0.856,0.11,1.09,0.22,-,-
KFCASHRMF,Krungsri Cash RMF,KRUNGSRI ASSET MANAGEMENT COMPANY LIMITED,FIXMMGOV,AM,-,-,RMF,8607241124,13.422,9/5/2023,0.0083,0.0003,0.0014,0.0039,0.0069,0.0101,0.0047,0.0063,0.0093,-%,-%,-%,-%,0.05,0.04,0.04,0.06,07/2023,-,-,-,-,0.62,99.38,-,-,0,0,0,0,0.321,0.11,0.45,0.2,-,-
KFCASHSSF,Krungsri Cash Management Fund,KRUNGSRI ASSET MANAGEMENT COMPANY LIMITED,FIXMMGOV,AM,No,-,-,325775105.8,13.4994,9/5/2023,0.0078,0.0003,0.0013,0.0037,0.0066,0.0095,0.0044,-%,-%,-%,-%,-%,-%,0.05,0.04,-,-,07/2023,-,-,-,-,12.7,87.3,-,-,0,0,0,0,0.321,0.11,0.45,0.2,-,-
KFCHINARMF,Krungsri Greater China Equity Hedged FX RMF,KRUNGSRI ASSET MANAGEMENT COMPANY LIMITED,EQCH,OT,-,-,RMF,960723017.7,9.4974,9/4/2023,-0.0967,0.0379,-0.0487,-0.0414,-0.1378,-0.0857,-0.0823,-0.0127,-%,-0.2356,-0.4822,-0.4822,-%,23.38,21.92,21.54,-,07/2023,-,-,97.89,-,1.5,-,-,0.61,2,0,2,0,2.14,0.8,4.65,1,-,-
KFCINCOM-A,Krungsri Collective Global Income Fund,KRUNGSRI ASSET MANAGEMENT COMPANY LIMITED,MIXFI,OT,No,-,-,1294123724,10.7632,9/4/2023,0.0089,0.0096,0.0014,0.0022,-0.0052,-0.0117,0.0015,0.0071,-%,-0.0741,-0.1724,-0.2192,-%,6.57,6.86,7.18,-,07/2023,-,-,98.26,-,1.68,-,-,0.06,2,1.5,2,0,2.14,0.67,4.65,0.86,-,-
KFCINCOM-I,Krungsri Collective Global Income Fund,KRUNGSRI ASSET MANAGEMENT COMPANY LIMITED,MIXFI,OT,No,-,-,200320.26,10.7633,9/4/2023,0.0089,0.0096,0.0014,0.0022,-0.0052,-%,-%,-%,-%,-%,-%,-%,-%,-,-,-,-,07/2023,-,-,98.26,-,1.68,-,-,0.06,2,0,2,0,2.14,0.67,4.65,0.86,-,-
KFCLIMA-A,Krungsri ESG Climate Tech Fund,KRUNGSRI ASSET MANAGEMENT COMPANY LIMITED,-,OT,No,-,-,391131526.4,8.8723,9/4/2023,0.047,0.011,-0.0208,-0.0096,-0.0095,0.0026,-%,-%,-%,-0.1714,-%,-%,-%,20.16,-,-,-,07/2023,-,-,97.14,-,3.1,-,-,-0.24,-,-,-,-,2.14,-,4.6545,-,-,500
KFCLIMA-D,Krungsri ESG Climate Tech Fund,KRUNGSRI ASSET MANAGEMENT COMPANY LIMITED,-,OT,Yes,-,-,-,-,-,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-,-,-,-,07/2023,-,-,97.14,-,3.1,-,-,-0.24,-,-,-,-,2.14,-,4.6545,-,-,500
KFCLIMA-I,Krungsri ESG Climate Tech Fund,KRUNGSRI ASSET MANAGEMENT COMPANY LIMITED,-,OT,No,-,-,100406.28,8.8724,9/4/2023,0.047,0.011,-0.0208,-0.0096,-0.0095,-%,-%,-%,-%,-%,-%,-%,-%,-,-,-,-,07/2023,-,-,97.14,-,3.1,-,-,-0.24,-,-,-,-,2.14,-,4.6545,-,-,-
KFCLIMARMF,Krungsri ESG Climate Tech RMF,KRUNGSRI ASSET MANAGEMENT COMPANY LIMITED,-,OT,-,-,RMF,132459324.6,8.0667,9/4/2023,0.0481,0.011,-0.0212,-0.0098,-0.0087,0.0004,-%,-%,-%,-0.1719,-%,-%,-%,20.06,-,-,-,07/2023,-,-,97.41,-,2.8,-,-,-0.21,-,-,-,-,2.14,-,4.6545,-,-,-
KFCLIMASSF,Krungsri ESG Climate Tech SSF,KRUNGSRI ASSET MANAGEMENT COMPANY LIMITED,-,OT,-,-,-,57973427.55,8.0539,9/4/2023,0.0469,0.0109,-0.0209,-0.0101,-0.0095,-0.0013,-%,-%,-%,-0.1724,-%,-%,-%,20.02,-,-,-,07/2023,-,-,96.88,-,2.57,-,-,0.55,-,-,-,-,2.14,-,4.6545,-,-,-
KFCMEGA-A,Krungsri China Megatrends Fund,KRUNGSRI ASSET MANAGEMENT COMPANY LIMITED,-,AM,No,-,-,1561801444,5.2546,9/4/2023,-0.0756,0.0419,-0.0616,0.038,-0.1078,-0.1324,-%,-%,-%,-0.2755,-%,-%,-%,34.02,-,-,-,07/2023,-,-,98.62,-,1.59,-,-,-0.22,-,-,-,-,2.14,-,4.6545,-,-,500
KFCMEGA-D,Krungsri China Megatrends Fund,KRUNGSRI ASSET MANAGEMENT COMPANY LIMITED,-,AM,Yes,-,-,-,-,-,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-,-,-,-,07/2023,-,-,98.62,-,1.59,-,-,-0.22,-,-,-,-,2.14,-,4.6545,-,-,500
KFCMEGA-I,Krungsri China Megatrends Fund,KRUNGSRI ASSET MANAGEMENT COMPANY LIMITED,-,AM,No,-,-,79951866.42,5.255,9/4/2023,-0.0757,0.0419,-0.0617,0.038,-0.1078,-%,-%,-%,-%,-%,-%,-%,-%,-,-,-,-,07/2023,-,-,98.62,-,1.59,-,-,-0.22,-,-,-,-,2.14,-,4.6545,-,-,-
KFCMEGARMF,Krungsri China Megatrends RMF,KRUNGSRI ASSET MANAGEMENT COMPANY LIMITED,-,AN,-,-,RMF,60709461.99,8.589,9/4/2023,-0.083,0.0406,-0.0594,0.0349,-0.1062,-%,-%,-%,-%,-%,-%,-%,-%,-,-,-,-,07/2023,-,-,96.74,-,3.26,-,-,-,-,-,-,-,2.14,-,4.6545,-,-,-
KFCMEGASSF,Krungsri China Megatrends SSF,KRUNGSRI ASSET MANAGEMENT COMPANY LIMITED,-,AN,-,-,-,20857315.2,8.613,9/4/2023,-0.0894,0.0402,-0.0596,0.0368,-0.1039,-%,-%,-%,-%,-%,-%,-%,-%,-,-,-,-,07/2023,-,-,97.07,-,2.93,-,-,-,-,-,-,-,2.14,-,4.6545,-,-,-
KFCORE,Krungsri Global Core Allocation Fund,KRUNGSRI ASSET MANAGEMENT COMPANY LIMITED,-,AN,-,-,-,3581832486,8.9347,9/4/2023,0.0101,0.0101,0.0013,-0.0199,-0.0066,-0.0575,-%,-%,-%,-0.0882,-%,-%,-%,7.72,-,-,-,07/2023,-,-,95.61,-,4.16,-,-,0.23,-,-,-,-,2.14,-,5.6175,-,-,-
KFCSI300-A,Krungsri China Equity CSI 300 Fund,KRUNGSRI ASSET MANAGEMENT COMPANY LIMITED,-,PN,No,-,-,97820341.5,9.8436,9/5/2023,-%,0.0057,-0.0579,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-,-,-,-,07/2023,-,-,66.26,-,33.22,-,-,0.52,-,-,-,-,2.14,-,4.6545,-,-,-
KFCSI300-D,Krungsri China Equity CSI 300 Fund,KRUNGSRI ASSET MANAGEMENT COMPANY LIMITED,-,PN,Yes,-,-,-,-,-,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-,-,-,-,07/2023,-,-,66.26,-,33.22,-,-,0.52,-,-,-,-,2.14,-,4.6545,-,-,-
KFCSI300-I,Krungsri China Equity CSI 300 Fund,KRUNGSRI ASSET MANAGEMENT COMPANY LIMITED,-,PN,No,-,-,16711152.96,9.8434,9/5/2023,-%,0.0057,-0.0579,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-,-,-,-,07/2023,-,-,66.26,-,33.22,-,-,0.52,-,-,-,-,2.14,-,4.6545,-,-,-
KFCYBER-A,Krungsri Cyber Security Fund,KRUNGSRI ASSET MANAGEMENT COMPANY LIMITED,-,OT,No,-,-,366552947.8,7.8955,9/4/2023,0.241,0.0505,0.0108,0.0254,0.1488,0.0825,-%,-%,-%,-0.2225,-%,-%,-%,29.3,-,-,-,07/2023,-,-,98.89,-,1.9,-,-,-0.79,-,-,-,-,2.14,-,4.6545,-,-,500
KFCYBER-D,Krungsri Cyber Security Fund,KRUNGSRI ASSET MANAGEMENT COMPANY LIMITED,-,OT,Yes,-,-,-,-,-,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-,-,-,-,07/2023,-,-,98.89,-,1.9,-,-,-0.79,-,-,-,-,2.14,-,4.6545,-,-,500
KFCYBER-I,Krungsri Cyber Security Fund,KRUNGSRI ASSET MANAGEMENT COMPANY LIMITED,-,OT,No,-,-,116409.37,7.8957,9/4/2023,0.241,0.0505,0.0108,0.0254,0.1487,-0.1413,-%,-%,-%,-0.3888,-%,-%,-%,43.59,-,-,-,07/2023,-,-,98.89,-,1.9,-,-,-0.79,-,-,-,-,2.14,-,4.6545,-,-,-
KFDIVERS-A,Krungsri Diversified Income Fund,KRUNGSRI ASSET MANAGEMENT COMPANY LIMITED,-,OT,No,-,-,341338548.5,8.7722,9/4/2023,-0.0004,0.0038,-0.0042,-0.0019,-0.0066,-0.0148,-0.0594,-%,-%,-0.0682,-0.2407,-%,-%,6.15,5.46,-,-,07/2023,-,-,95.63,-,3.67,-,-,0.69,-,-,-,-,2.14,-,4.6549,-,-,500
KFDIVERS-R,Krungsri Diversified Income Fund,KRUNGSRI ASSET MANAGEMENT COMPANY LIMITED,-,OT,No,-,-,6100511.1,8.7723,9/4/2023,-0.0004,0.0038,-0.0042,-0.0019,-0.0066,-0.0148,-0.0594,-%,-%,-0.0682,-0.2407,-%,-%,6.15,5.46,-,-,07/2023,-,-,95.63,-,3.67,-,-,0.69,-,-,-,-,2.14,-,4.6549,-,-,500
KFDIVRMF,Krungsri Dividend Stock RMF,KRUNGSRI ASSET MANAGEMENT COMPANY LIMITED,EQLARGE,AM,-,-,RMF,8442997577,24.2077,9/5/2023,-0.0767,-0.0144,0.0258,0.0021,-0.0334,-0.0485,0.0095,-0.0553,-0.0022,-0.1365,-0.1709,-0.4269,-0.4417,11.17,13.08,16.5,14.49,07/2023,97.46,-,-,-,2.54,-,-,-,0.5,0,0.5,0,2.14,2.14,2.42,2.33,-,-
KFDIVSSF,Krungsri Dividend Stock SSF,KRUNGSRI ASSET MANAGEMENT COMPANY LIMITED,-,AM,-,-,-,544907612.5,9.6409,9/5/2023,-0.0746,-0.014,0.0257,0.0014,-0.0326,-0.0479,0.0001,-%,-%,-0.1326,-0.1836,-%,-%,10.83,12.48,-,-,07/2023,94.68,-,-,-,5.32,-,-,-,-,-,-,-,2.675,-,5.0825,-,-,-
KFDNM-D,Krungsri Dynamic Dividend Fund,KRUNGSRI ASSET MANAGEMENT COMPANY LIMITED,EQGEN,AM,-,-,-,488732977.6,10.0131,9/5/2023,-0.0484,-0.0134,0.0319,0.0009,-0.0127,0.0094,0.1155,-0.0015,0.0547,-0.1092,-0.1092,-0.5041,-0.5318,10.97,13.46,17.37,16.13,07/2023,94.79,-,-,-,5.21,-,-,-,0.5,0,0.5,0.5,2.0809,2.08,2.46,2.29,-,-
KFDNMRMF,Krungsri Dynamic RMF,KRUNGSRI ASSET MANAGEMENT COMPANY LIMITED,-,AM,-,-,RMF,472862613.6,11.2836,9/5/2023,-0.0462,-0.0134,0.0322,0,-0.0128,0.0064,0.1195,-%,-%,-0.1049,-0.1049,-%,-%,10.8,13.18,-,-,07/2023,95.67,-,-,-,4.33,-,-,-,-,-,-,-,2.675,-,5.0825,-,-,-
KFDYNAMIC,Krungsri Dynamic Fund,KRUNGSRI ASSET MANAGEMENT COMPANY LIMITED,EQGEN,AM,-,-,-,1365523694,39.1536,9/5/2023,-0.0477,-0.0145,0.0322,-0.0004,-0.0146,0.0104,0.119,0.0005,0.0559,-0.1087,-0.1087,-0.5031,-0.5309,11.08,13.56,17.39,16.17,07/2023,98.24,-,-,-,1.76,-,-,-,0.5,0.5,0.5,0.5,2.14,2.14,2.38,2.33,-,-
KFENFIX,Krungsri Enhanced Active Fixed Income Fund,KRUNGSRI ASSET MANAGEMENT COMPANY LIMITED,-,AM,-,-,-,956779081.4,10.366,9/5/2023,0.0009,-0.0012,-0.0017,-0.003,0.0006,0.0102,0.009,-%,-%,-0.0131,-0.0337,-%,-%,1.13,1.37,-,-,07/2023,-,64.29,-,-,3.69,32.02,-,-,-,-,-,-,1.605,-,2.9425,-,-,-
KFENS50-A,Krungsri Enhanced SET50 Fund ,KRUNGSRI ASSET MANAGEMENT COMPANY LIMITED,EQLARGE,AM,No,-,-,2084330750,24.4802,9/5/2023,-0.0513,-0.018,0.0023,0.0223,-0.0119,-0.0229,0.0582,-0.0103,0.0315,-0.1158,-0.1164,-0.4007,-0.4007,11.57,14.84,18.65,16.77,07/2023,98.83,-,-,-,1.17,-,-,-,0.5,0,0.5,0,0.6955,0.7,0.97,0.88,-,500
KFENS50SSF,Krungsri Enhanced SET50 Fund ,KRUNGSRI ASSET MANAGEMENT COMPANY LIMITED,EQLARGE,AM,Yes,-,-,666461145.2,22.4831,9/5/2023,-0.0519,-0.018,0.0022,0.022,-0.0124,-0.0234,0.0589,-%,-%,-0.1161,-0.1162,-%,-%,11.58,14.88,-,-,07/2023,98.83,-,-,-,1.17,-,-,-,0.5,0,0.5,0,0.6955,0.7,0.97,0.88,-,-
KFEQRMF,Krungsri Equity RMF,KRUNGSRI ASSET MANAGEMENT COMPANY LIMITED,EQGEN,AM,-,-,RMF,1635630145,24.014,9/5/2023,-0.0806,-0.0144,0.0199,-0.0129,-0.0515,-0.0663,0.031,-0.053,0.0031,-0.1302,-0.1326,-0.4755,-0.5363,11,12.2,16.25,15.28,07/2023,94.62,-,-,-,5.38,-,-,-,1,0,1,0,2.14,2.14,2.38,2.33,-,-
KFESG-A,Krungsri Equity Sustainable Global Growth Fund,KRUNGSRI ASSET MANAGEMENT COMPANY LIMITED,-,OT,No,-,-,1354928090,7.8599,9/4/2023,0.0601,0.0139,-0.0113,0.0151,0.0224,0.0429,-%,-%,-%,-0.1493,-%,-%,-%,19.3,-,-,-,07/2023,-,-,96.13,-,3.37,-,-,0.5,-,-,-,-,2.14,-,4.6545,-,-,500
KFESG-D,Krungsri Equity Sustainable Global Growth Fund,KRUNGSRI ASSET MANAGEMENT COMPANY LIMITED,-,OT,Yes,-,-,-,-,-,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-,-,-,-,07/2023,-,-,96.13,-,3.37,-,-,0.5,-,-,-,-,2.14,-,4.6545,-,-,500
KFESG-I,Krungsri Equity Sustainable Global Growth Fund,KRUNGSRI ASSET MANAGEMENT COMPANY LIMITED,-,OT,No,-,-,24800347.42,7.8601,9/4/2023,0.0601,0.0139,-0.0113,0.0151,0.0225,0.0429,-%,-%,-%,-0.1493,-%,-%,-%,19.3,-,-,-,07/2023,-,-,96.13,-,3.37,-,-,0.5,-,-,-,-,2.14,-,4.6545,-,-,-
KFESGRMF,Krungsri Equity Sustainable Global Growth RMF,KRUNGSRI ASSET MANAGEMENT COMPANY LIMITED,-,AN,-,-,RMF,28205394.14,10.3702,9/4/2023,0.0615,0.0136,-0.011,0.0157,0.024,-%,-%,-%,-%,-%,-%,-%,-%,-,-,-,-,07/2023,-,-,94.52,-,5.18,-,-,0.3,-,-,-,-,2.14,-,4.6545,-,-,-
KFESGSSF,Krungsri Equity Sustainable Global Growth SSF,KRUNGSRI ASSET MANAGEMENT COMPANY LIMITED,-,AN,-,-,-,15917274.16,10.4253,9/4/2023,0.0602,0.0138,-0.0113,0.0144,0.0221,-%,-%,-%,-%,-%,-%,-%,-%,-,-,-,-,07/2023,-,-,94.63,-,4.99,-,-,0.38,-,-,-,-,2.14,-,4.6545,-,-,-
KFEURORMF,Krungsri Europe Equity RMF,KRUNGSRI ASSET MANAGEMENT COMPANY LIMITED,EQEU,OT,-,-,RMF,414686307.9,16.3431,9/4/2023,0.1303,0.0232,-0.011,-0.0212,0.0254,0.1681,0.03,0.0387,-%,-0.1436,-0.4061,-0.4061,-%,22.48,22.41,22.08,-,07/2023,-,-,98.07,-,1.85,-,-,0.08,2,0,2,0,2.14,0.8,4.65,1.01,-,-
KFF1YAA-BR,K Foreign Fixed Income 1YAA Fund Not for Retail Investors,KASIKORN ASSET MANAGEMENT COMPANY LIMITED,-,BH,-,-,-,2694341278,10.1168,31/08/23,-0.0025,0.0122,0.0122,0.0034,0.0045,-%,-%,-%,-%,-%,-%,-%,-%,-,-,-,-,07/2023,-,-,-,-,83.31,10.58,-,6.12,-,-,-,-,2.14,-,2.461,-,-,-
KFF1YAB-BR,K Foreign Fixed Income 1YAB Fund Not for Retail Investors,KASIKORN ASSET MANAGEMENT COMPANY LIMITED,-,BH,-,-,-,1182311748,10.1131,31/08/23,-0.0048,0.0128,0.0128,0.002,0.0029,-%,-%,-%,-%,-%,-%,-%,-%,-,-,-,-,07/2023,-,-,-,-,94.25,-,-,5.75,-,-,-,-,2.14,-,2.461,-,-,-
KFF1YAC-BR,K Foreign Fixed Income 1YAC Fund Not for Retail Investors,KASIKORN ASSET MANAGEMENT COMPANY LIMITED,-,BH,-,-,-,1975341318,10.1216,31/08/23,0.0044,0.0086,0.0086,0.0046,0.0074,-%,-%,-%,-%,-%,-%,-%,-%,-,-,-,-,07/2023,-,-,-,-,93.76,-,-,6.24,-,-,-,-,2.14,-,2.461,-,-,-
KFF1YAD-BR,K Foreign Fixed Income 1YAD Fund Not for Retail Investors,KASIKORN ASSET MANAGEMENT COMPANY LIMITED,-,BH,-,-,-,950492647.5,10.1202,31/08/23,0.0091,0.0041,0.0041,0.0048,0.0083,-%,-%,-%,-%,-%,-%,-%,-%,-,-,-,-,07/2023,-,-,-,-,93.73,-,-,6.27,-,-,-,-,2.14,-,2.461,-,-,-
KFF1YAE-BR,K Foreign Fixed Income 1YAE Fund Not for Retail Investors,KASIKORN ASSET MANAGEMENT COMPANY LIMITED,-,BH,-,-,-,704917718.2,10.0621,31/08/23,-%,0.0052,0.0052,0.0039,0.0059,-%,-%,-%,-%,-%,-%,-%,-%,-,-,-,-,07/2023,-,-,-,-,93.85,-,-,6.15,-,-,-,-,2.14,-,2.461,-,-,-
KFF1YAF-BR,K Foreign Fixed Income 1YAF Fund Not for Retail Investors,KASIKORN ASSET MANAGEMENT COMPANY LIMITED,-,BH,-,-,-,454873123.8,10.0443,31/08/23,-%,0.0039,0.0039,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-,-,-,-,07/2023,-,-,-,-,97.09,-,-,2.91,-,-,-,-,2.14,-,2.461,-,-,-
KFF1YAG-BR,K Foreign Fixed Income 1YAG Fund Not for Retail Investors,KASIKORN ASSET MANAGEMENT COMPANY LIMITED,-,BH,-,-,-,1463310498,10.015,31/08/23,-%,0.0168,0.0168,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-,-,-,-,07/2023,-,-,-,-,98.73,-,-,1.27,-,-,-,-,2.14,-,2.461,-,-,-
KFF1YDK,K Foreign Fixed Income 1 Year DK Fund,KASIKORN ASSET MANAGEMENT COMPANY LIMITED,MISC,BH,No,4,-,3540823298,10.1529,10/4/2018,0.0073,-%,-0.0022,0.001,0.0061,0.0129,-%,-%,-%,-0.0031,-%,-%,-%,0.89,-,-,-,,-,-,-,-,-,-,-,-,ไม่มี,-,ไม่มี,-,1.07,-,1.284,-,0,-
KFF1YEO,K Foreign Fixed Income 1 Year EO Fund,KASIKORN ASSET MANAGEMENT COMPANY LIMITED,MISC,BH,No,4,-,1040924980,10.1377,30/07/19,0.0124,-%,0.0014,0.0027,0.0124,0.0128,-%,-%,-%,-0.0084,-%,-%,-%,1.59,-,-,-,06/2019,0,0,0,0,94.78,0,0,5.22,ไม่มี,ไม่มี,ไม่มี,ไม่มี,1.07,-,1.284,-,-,-
KFF1YEP,K Foreign Fixed Income 1 Year EP Fund,KASIKORN ASSET MANAGEMENT COMPANY LIMITED,MISC,BH,No,4,-,905937693.8,10.1373,30/07/19,0.0099,-%,0.0004,0.0027,0.0099,-%,-%,-%,-%,-%,-%,-%,-%,-,-,-,-,06/2019,0,0,0,0,93.53,0,0,6.47,ไม่มี,-,ไม่มี,-,1.07,-,1.284,-,-,-
KFF1YFI,K Foreign Fixed Income 1 Year FI Fund,KASIKORN ASSET MANAGEMENT COMPANY LIMITED,MISC,BH,No,4,-,683655904.6,10.179,21/11/19,0.0203,-%,0.0037,0.0067,0.0115,0.0171,-%,-%,-%,-0.0073,-%,-%,-%,1.45,-,-,-,10/2019,0,0,0,0,92.56,0,0,7.44,ไม่มี,ไม่มี,ไม่มี,ไม่มี,1.07,-,1.284,-,-,-
KFF1YFJ,K Foreign Fixed Income 1 Year FJ Fund,KASIKORN ASSET MANAGEMENT COMPANY LIMITED,MISC,BH,No,4,-,1218371779,10.1751,21/11/19,0.0217,-%,0.004,0.0073,0.0124,0.0168,-%,-%,-%,-0.0074,-%,-%,-%,1.49,-,-,-,10/2019,0,0,0,0,93.21,0,0,6.79,ไม่มี,ไม่มี,ไม่มี,ไม่มี,1.07,-,1.284,-,-,-
KFF1YFQ,K Foreign Fixed Income 1 Year FQ Fund,KASIKORN ASSET MANAGEMENT COMPANY LIMITED,MISC,BH,No,4,-,3621629169,10.1968,18/02/20,0.0011,-%,-%,0.0049,0.0098,0.0195,-%,-%,-%,-0.0037,-%,-%,-%,0.89,-,-,-,12/2019,0,0,0,0,93.76,0,0,6.24,ไม่มี,ไม่มี,ไม่มี,ไม่มี,1.07,-,1.284,-,-,-
KFF1YGB,K Foreign Fixed Income 1 Year GB Fund,KASIKORN ASSET MANAGEMENT COMPANY LIMITED,MISC,BH,No,4,-,1453238478,10.2045,4/7/2020,0.0052,0.0013,0.0033,0.0052,0.0127,0.0201,-%,-%,-%,-0.0023,-%,-%,-%,0.97,-,-,-,03/2020,0,0,0,0,103.01,0,0,-3.01,ไม่มี,ไม่มี,ไม่มี,ไม่มี,1.07,-,1.284,-,-,-
KFF1YHH,K Foreign Fixed Income 1 Year HH Fund,KASIKORN ASSET MANAGEMENT COMPANY LIMITED,-,BH,-,-,-,0,10,30/12/22,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,0,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,2.14,-,2.461,-,-,-
KFF3MBB,K Foreign Fixed Income 3 Months BB Fund,KASIKORN ASSET MANAGEMENT COMPANY LIMITED,MISC,BH,No,4,-,1083690927,10.0323,27/12/18,-%,-%,0.0017,0.0021,-%,-%,-%,-%,-%,-%,-%,-%,-%,-,-,-,-,,-,-,-,-,-,-,-,-,ไม่มี,ไม่มี,ไม่มี,ไม่มี,1.07,-,1.284,-,-,-
KFF3MBC,K Foreign Fixed Income 3 Months BC Fund,KASIKORN ASSET MANAGEMENT COMPANY LIMITED,MISC,BH,No,4,-,1596556144,10.0325,27/12/18,-%,-%,0.0016,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-,-,-,-,,-,-,-,-,-,-,-,-,ไม่มี,ไม่มี,ไม่มี,ไม่มี,1.07,-,1.284,-,-,-
KFF3MBR,K Foreign Fixed Income 3 Months BR Fund,KASIKORN ASSET MANAGEMENT COMPANY LIMITED,MISC,BH,No,4,-,559535773.8,10.043,30/07/19,-%,-%,0.0005,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-,-,-,-,06/2019,0,0,0,0,97.39,0,0,2.61,ไม่มี,ไม่มี,ไม่มี,ไม่มี,1.07,-,1.284,-,-,-
KFF3MBS,K Foreign Fixed Income 3 Months BS Fund,KASIKORN ASSET MANAGEMENT COMPANY LIMITED,MISC,BH,No,4,-,1019758193,10.043,30/07/19,-%,-%,0.0015,0.0009,-%,-%,-%,-%,-%,-%,-%,-%,-%,-,-,-,-,06/2019,0,0,0,0,97.35,0,0,2.65,ไม่มี,ไม่มี,ไม่มี,ไม่มี,1.07,-,1.284,-,-,-
KFF6MAO-AI,K Foreign Fixed Income 6MAO Fund Not for Retail Investors,KASIKORN ASSET MANAGEMENT COMPANY LIMITED,-,BH,-,-,-,1752235193,10.0473,6/10/2021,0.0049,0.0011,0.0032,0.0005,0.0047,-%,-%,-%,-%,-%,-%,-%,-%,-,-,-,-,04/2021,-,-,-,-,103.19,-,-,-3.19,-,-,-,-,2.14,-,2.461,-,-,-
KFF6MCI-BR,K Foreign Fixed Income 6MCI Fund Not for Retail Investors,KASIKORN ASSET MANAGEMENT COMPANY LIMITED,-,BH,-,-,-,1390070552,10.0337,31/08/23,-%,0.012,0.012,0.0019,-%,-%,-%,-%,-%,-%,-%,-%,-%,-,-,-,-,07/2023,-,-,-,-,97.16,-,-,2.84,-,-,-,-,2.14,-,2.461,-,-,-
KFF6MCJ-BR,K Foreign Fixed Income 6MCJ Fund Not for Retail Investors,KASIKORN ASSET MANAGEMENT COMPANY LIMITED,-,BH,-,-,-,2665029668,10.0391,31/08/23,-%,0.0106,0.0106,0.003,-%,-%,-%,-%,-%,-%,-%,-%,-%,-,-,-,-,07/2023,-,-,-,-,97.03,-,-,2.97,-,-,-,-,2.14,-,2.461,-,-,-
KFF6MCK-BR,K Foreign Fixed Income 6MCK Fund Not for Retail Investors,KASIKORN ASSET MANAGEMENT COMPANY LIMITED,-,BH,-,-,-,4672945530,10.0137,31/08/23,-%,0.0014,0.0014,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,2.14,-,2.461,-,-,-
KFF6MCL-BR,K Foreign Fixed Income 6MCL Fund Not for Retail Investors,KASIKORN ASSET MANAGEMENT COMPANY LIMITED,-,BH,-,-,-,3312945656,9.9991,31/08/23,-%,-0.0001,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,2.14,-,2.461,-,-,-
KFF6MCM-BR,K Foreign Fixed Income 6MCM Fund Not for Retail Investors,KASIKORN ASSET MANAGEMENT COMPANY LIMITED,-,BH,-,-,-,3347932070,9.9989,31/08/23,-%,-0.0001,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,2.14,-,2.461,-,-,-
KFF6MCN-BR,K Foreign Fixed Income 6MCN Fund Not for Retail Investors,KASIKORN ASSET MANAGEMENT COMPANY LIMITED,-,BH,-,-,-,0,10,9/5/2023,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,2.14,-,2.461,-,-,-
